angelegt_am,tatzeit_anfang_datum,tatzeit_anfang_stunde,tatzeit_ende_datum,tatzeit_ende_stunde,lor,schadeshoehe,versuch,art_des_fahrrads,delikt,erfassungsgrund,id
2022-08-24,2022-08-23,20,2022-08-24,20,3200309,675,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17034
2022-08-24,2022-08-19,14,2022-08-22,12,2200210,800,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17035
2022-08-24,2022-08-18,9,2022-08-18,18,7200308,1500,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17036
2022-08-24,2022-08-23,17,2022-08-23,20,11501238,700,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17037
2022-08-24,2022-08-14,13,2022-08-14,23,2200213,350,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17038
2022-08-24,2022-08-17,18,2022-08-18,9,9301025,400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17039
2022-08-24,2022-08-24,1,2022-08-24,1,8100104,1,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17040
2022-08-24,2022-08-23,19,2022-08-24,6,10100314,444,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17041
2022-08-24,2022-08-08,21,2022-08-09,9,12200308,1093,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17042
2022-08-24,2022-08-23,16,2022-08-24,8,1100414,1199,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17043
2022-08-24,2022-08-23,20,2022-08-24,8,2500833,1153,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17044
2022-08-24,2022-08-08,9,2022-08-08,18,4501152,1093,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17045
2022-08-24,2022-07-29,9,2022-07-30,18,2100105,1093,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17046
2022-08-24,2022-08-23,21,2022-08-24,9,7100204,870,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17047
2022-08-24,2022-08-23,22,2022-08-23,23,8100417,1500,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17048
2022-08-24,2022-08-22,17,2022-08-24,9,4501151,1027,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17049
2022-08-24,2022-08-24,9,2022-08-24,10,8401139,490,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17050
2022-08-24,2022-08-23,19,2022-08-23,21,10200526,750,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17051
2022-08-24,2022-08-24,13,2022-08-24,14,1200629,1600,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17052
2022-08-24,2022-08-17,18,2022-08-19,12,12200515,499,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17053
2022-08-24,2022-08-24,11,2022-08-24,14,2200213,840,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17054
2022-08-24,2022-08-19,18,2022-08-22,0,3601139,150,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17055
2022-08-24,2022-08-23,21,2022-08-23,23,2300314,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17056
2022-08-23,2022-08-23,19,2022-08-23,22,2200207,1410,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17057
2022-08-23,2022-08-17,8,2022-08-18,22,4400727,548,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17058
2022-08-23,2022-08-22,11,2022-08-22,11,3500936,1599,0,diverse Fahrräder,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17059
2022-08-23,2022-08-20,19,2022-08-22,17,1200623,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17060
2022-08-23,2022-08-21,19,2022-08-23,7,7400927,180,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17061
2022-08-23,2022-08-21,9,2022-08-23,9,1300834,300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17062
2022-08-23,2022-08-23,10,2022-08-23,16,2200207,100,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17063
2022-08-23,2022-08-22,19,2022-08-22,19,11401137,1380,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17064
2022-08-23,2022-03-02,23,2022-03-03,8,1100416,1399,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17065
2022-08-23,2022-08-23,16,2022-08-23,18,7501134,1112,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17066
2022-08-23,2022-08-22,19,2022-08-23,13,2300419,500,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17067
2022-08-23,2022-08-23,20,2022-08-23,21,7300618,1959,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17068
2022-08-23,2022-08-20,1,2022-08-22,21,2500830,655,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17069
2022-08-23,2022-08-22,18,2022-08-23,0,7100102,300,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17070
2022-08-23,2022-08-20,16,2022-08-20,16,3601243,399,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17071
2022-08-23,2022-08-22,21,2022-08-23,10,5300839,5800,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17072
2022-08-23,2022-08-21,13,2022-08-22,13,3400725,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17073
2022-08-23,2022-08-17,13,2022-08-17,17,2500729,950,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17074
2022-08-23,2022-08-20,18,2022-08-22,16,9100101,1200,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17075
2022-08-23,2022-08-21,14,2022-08-21,19,1200522,1000,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17076
2022-08-23,2022-07-10,20,2022-07-11,7,5100210,423,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17077
2022-08-23,2022-08-23,7,2022-08-23,16,7100102,1750,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17078
2022-08-23,2022-08-23,7,2022-08-23,13,2400521,446,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17079
2022-08-23,2022-08-22,7,2022-08-23,18,4501148,1149,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17080
2022-08-23,2022-08-23,7,2022-08-23,19,9501838,650,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17081
2022-08-23,2022-08-23,17,2022-08-23,19,1400938,3299,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17082
2022-08-23,2022-08-23,12,2022-08-23,13,9301025,169,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17083
2022-08-23,2022-08-22,13,2022-08-23,9,4501151,740,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17084
2022-08-23,2022-08-20,22,2022-08-22,8,1401048,460,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17085
2022-08-23,2022-08-22,22,2022-08-23,13,2300316,1572,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17086
2022-08-23,2022-08-23,1,2022-08-23,1,4400834,200,0,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17087
2022-08-23,2022-08-22,12,2022-08-22,20,4501147,1274,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17088
2022-08-23,2022-08-23,12,2022-08-23,13,2400625,820,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17089
2022-08-23,2022-08-17,8,2022-08-17,16,6200421,639,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17090
2022-08-23,2022-08-23,14,2022-08-23,14,3400826,300,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17091
2022-08-23,2022-08-23,16,2022-08-23,16,11200514,500,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17092
2022-08-23,2022-08-23,7,2022-08-23,16,9100101,1300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17093
2022-08-23,2022-08-20,16,2022-08-22,15,1100414,330,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17094
2022-08-23,2022-08-20,23,2022-08-21,15,6100102,1199,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17095
2022-08-23,2022-08-22,19,2022-08-23,9,4400834,7300,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17096
2022-08-23,2022-08-23,7,2022-08-23,16,2200209,225,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17097
2022-08-23,2022-08-23,19,2022-08-23,19,12100103,300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17098
2022-08-23,2022-08-23,9,2022-08-23,9,2300417,700,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17099
2022-08-23,2022-08-22,8,2022-08-22,17,3500932,387,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17100
2022-08-23,2022-08-21,0,2022-08-23,12,1400938,200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17101
2022-08-23,2022-08-18,22,2022-08-19,15,9200717,249,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17102
2022-08-23,2022-08-22,19,2022-08-22,20,1401048,398,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17103
2022-08-23,2022-08-20,9,2022-08-20,10,7300517,332,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17104
2022-08-23,2022-08-23,13,2022-08-23,13,2200207,100,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17105
2022-08-23,2022-08-22,10,2022-08-22,21,7200414,850,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17106
2022-08-23,2022-08-20,15,2022-08-23,8,1200623,490,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17107
2022-08-23,2022-08-23,8,2022-08-23,16,11401034,1000,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17108
2022-08-23,2022-08-22,1,2022-08-22,1,2300417,600,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17109
2022-08-23,2022-08-22,19,2022-08-22,21,8100314,1400,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17110
2022-08-23,2022-08-23,6,2022-08-23,7,7100101,600,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17111
2022-08-23,2022-08-23,17,2022-08-23,18,11300724,1350,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17112
2022-08-23,2022-07-15,17,2022-07-17,12,1401045,643,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17113
2022-08-23,2022-08-23,9,2022-08-23,16,3601449,2000,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17114
2022-08-23,2022-08-22,17,2022-08-22,18,3200310,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17115
2022-08-23,2022-08-15,9,2022-08-15,13,6100209,405,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17116
2022-08-23,2022-08-22,16,2022-08-22,17,4300623,300,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17117
2022-08-23,2022-08-14,20,2022-08-15,10,2200209,1300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17118
2022-08-23,2022-08-22,10,2022-08-22,10,2100102,1000,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17119
2022-08-23,2022-08-21,18,2022-08-23,10,1100312,8500,0,Rennrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17120
2022-08-23,2022-08-23,12,2022-08-23,12,10100206,600,0,diverse Fahrräder,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17121
2022-08-23,2022-08-22,17,2022-08-22,17,5200527,2599,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17122
2022-08-23,2022-08-21,17,2022-08-23,14,9100101,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17123
2022-08-23,2022-08-23,15,2022-08-23,16,12601032,1150,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17124
2022-08-23,2022-08-23,13,2022-08-23,15,2400625,2999,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17125
2022-08-23,2022-07-03,10,2022-07-03,17,1200522,1149,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17126
2022-08-23,2022-08-22,19,2022-08-23,18,1100309,920,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17127
2022-08-23,2022-07-14,12,2022-07-14,13,1100416,3500,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17128
2022-08-23,2022-08-23,6,2022-08-23,12,3400722,844,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17129
2022-08-23,2022-08-12,8,2022-08-12,18,12601134,540,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17130
2022-08-23,2022-08-19,20,2022-08-20,11,4501045,843,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17131
2022-08-23,2022-08-20,16,2022-08-22,19,4501042,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17132
2022-08-23,2022-08-22,20,2022-08-23,7,1100312,600,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17133
2022-08-23,2022-08-22,16,2022-08-22,16,1300834,949,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17134
2022-08-22,2022-08-22,4,2022-08-22,6,5200629,3500,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17135
2022-08-22,2022-08-21,13,2022-08-21,13,3601453,2143,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17136
2022-08-22,2022-08-17,9,2022-08-18,8,1100414,2035,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17137
2022-08-22,2022-08-12,8,2022-08-12,14,2300418,680,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17138
2022-08-22,2022-08-19,19,2022-08-20,11,4501045,1000,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17139
2022-08-22,2022-08-14,15,2022-08-15,11,1100312,850,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17140
2022-08-22,2022-08-20,7,2022-08-20,17,6400735,1200,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17141
2022-08-22,2022-08-21,21,2022-08-22,8,2500835,1500,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17142
2022-08-22,2022-08-21,22,2022-08-22,11,1100310,2124,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17143
2022-08-22,2022-08-22,12,2022-08-22,13,10400836,255,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17144
2022-08-22,2022-08-22,6,2022-08-22,15,5100209,1399,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17145
2022-08-22,2022-08-20,22,2022-08-21,14,1100313,2000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17146
2022-08-22,2022-08-21,19,2022-08-22,7,3601142,519,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17147
2022-08-22,2022-08-18,18,2022-08-19,7,8100417,10,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17148
2022-08-22,2022-08-22,15,2022-08-22,18,4501152,1335,0,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17149
2022-08-22,2022-08-22,9,2022-08-22,12,9501940,1425,0,Damenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17150
2022-08-22,2022-08-22,11,2022-08-22,13,2100106,630,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17151
2022-08-22,2022-08-19,19,2022-08-19,19,7300619,1300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17152
2022-08-22,2022-08-04,21,2022-08-05,8,1100310,1749,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17153
2022-08-22,2022-08-21,15,2022-08-21,17,1100313,500,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17154
2022-08-22,2022-08-20,13,2022-08-20,23,3601243,739,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17155
2022-08-22,2022-08-22,12,2022-08-22,13,9200613,900,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17156
2022-08-22,2022-06-15,14,2022-06-16,6,8100417,500,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17157
2022-08-22,2022-08-21,13,2022-08-22,16,2500834,750,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17158
2022-08-22,2022-08-21,18,2022-08-22,14,2500832,1064,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17159
2022-08-22,2022-08-19,13,2022-08-19,13,1100206,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17160
2022-08-22,2022-08-22,16,2022-08-22,19,3500936,130,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17161
2022-08-22,2022-08-21,17,2022-08-22,1,3601244,1080,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17162
2022-08-22,2022-08-22,19,2022-08-22,22,2400623,400,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17163
2022-08-22,2022-08-20,20,2022-08-22,8,1400939,400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17164
2022-08-22,2022-08-22,8,2022-08-22,8,3601142,450,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17165
2022-08-22,2022-08-16,14,2022-08-16,20,5100316,642,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17166
2022-08-22,2022-08-20,18,2022-08-21,16,6200420,399,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17167
2022-08-22,2022-08-21,16,2022-08-22,12,3200206,1573,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17168
2022-08-22,2022-08-22,9,2022-08-22,15,9100407,500,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17169
2022-08-22,2022-08-22,8,2022-08-22,16,1401048,1000,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17170
2022-08-22,2022-08-22,14,2022-08-22,16,1100311,800,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17171
2022-08-22,2022-08-18,16,2022-08-21,12,2400624,365,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17172
2022-08-22,2022-08-19,18,2022-08-22,8,3601244,1100,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17173
2022-08-22,2022-08-22,19,2022-08-22,22,3100103,740,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17174
2022-08-22,2022-08-22,8,2022-08-22,19,10100103,150,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17175
2022-08-22,2022-08-21,19,2022-08-22,5,10200526,250,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17176
2022-08-22,2022-08-20,23,2022-08-21,6,9300923,480,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17177
2022-08-22,2022-08-20,20,2022-08-21,1,6400839,499,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17178
2022-08-22,2022-08-22,9,2022-08-22,14,4501041,500,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17179
2022-08-22,2022-08-21,19,2022-08-22,8,2500835,2210,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17180
2022-08-22,2022-08-22,14,2022-08-22,14,1100311,2519,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17181
2022-08-22,2022-08-21,22,2022-08-22,7,3601348,1100,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17182
2022-08-22,2022-08-20,23,2022-08-22,0,2200210,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17183
2022-08-22,2022-08-20,14,2022-08-22,16,3501038,1020,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17184
2022-08-22,2022-08-21,11,2022-08-21,19,10300733,899,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17185
2022-08-22,2022-08-22,16,2022-08-22,18,12200309,2869,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17186
2022-08-22,2022-08-22,18,2022-08-22,18,4501043,4200,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17187
2022-08-22,2022-08-22,12,2022-08-22,19,4501041,850,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17188
2022-08-22,2022-07-15,13,2022-07-17,15,2200211,450,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,17189
2022-08-22,2022-08-22,3,2022-08-22,3,7100103,1000,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17190
2022-08-22,2022-08-07,19,2022-08-08,13,7100205,450,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17191
2022-08-22,2022-08-19,18,2022-08-20,13,3601243,263,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17192
2022-08-22,2022-07-29,19,2022-07-29,20,4501148,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17193
2022-08-22,2022-08-19,15,2022-08-19,15,2100101,1800,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17194
2022-08-22,2022-08-21,23,2022-08-22,6,1100310,2500,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern,17195
2022-08-22,2022-08-19,15,2022-08-22,5,6100101,1500,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17196
2022-08-22,2022-08-22,7,2022-08-22,14,8100311,235,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17197
2022-08-22,2022-08-21,15,2022-08-21,22,3300516,700,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17198
2022-08-22,2022-08-21,18,2022-08-22,12,12200308,1100,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,17199
2022-08-22,2022-08-21,19,2022-08-22,18,1200625,120,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17200
2022-08-22,2022-08-20,13,2022-08-21,9,3701660,1150,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,17201
